loan_id|bought_home_before|credit_score|dti|is_insured|ltv|multi_borrowers|orig_rate|prop_type|purpose|state|delq
F106Q1271135|1|703|16|0|71|1|6.5|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1271136|1|677|14|1|90|1|6.5|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1271137|1|678|36|0|47|0|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271138|1|754|21|0|51|1|6.375|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1271139|1|753|41|0|80|1|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271140|1|689|13|0|70|1|6.375|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271141|1|796|18|0|12|1|6.5|Planned unit development|No cash-out refinance|others|0
F106Q1271142|1|806|22|0|31|0|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271181|1|703|40|0|75|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271182|1|806|31|0|38|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271183|1|638|26|0|25|1|6.0|Planned unit development|Cash-out refinance|CO|0
F106Q1271184|1|812|35|0|10|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271185|1|784|33|0|25|0|5.875|Condo|Cash-out refinance|FL|0
F106Q1271186|1|674|999|0|79|0|5.875|Planned unit development|No cash-out refinance|others|0
F106Q1271187|1|692|32|0|29|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271188|1|680|13|0|12|1|6.0|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1271189|1|773|39|0|50|1|5.875|1-4 Fee simple|No cash-out refinance|FL|0
F106Q1271190|1|782|48|0|29|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271191|1|743|50|0|76|0|6.125|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1271192|1|784|41|0|41|0|6.125|Planned unit development|No cash-out refinance|others|0
F106Q1271193|1|654|44|0|78|1|6.0|1-4 Fee simple|Purchase|others|0
F106Q1271194|1|817|31|0|26|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271195|1|795|34|0|72|1|5.875|Planned unit development|No cash-out refinance|others|0
F106Q1271196|1|808|40|0|41|1|6.25|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1271197|1|768|27|0|53|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271198|1|759|7|0|12|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271199|1|627|27|0|35|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271200|1|718|37|0|69|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271201|1|689|46|0|59|1|6.125|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1271202|1|572|25|0|80|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271203|1|813|21|0|42|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271204|1|734|38|0|47|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271205|1|807|26|0|34|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271206|1|690|27|0|40|1|6.125|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271207|1|786|49|0|39|0|5.875|Planned unit development|Cash-out refinance|FL|0
F106Q1271208|1|784|34|0|75|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271209|1|646|25|0|59|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271210|1|727|17|0|44|1|6.0|1-4 Fee simple|Purchase|others|0
F106Q1271211|1|776|26|0|52|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271212|1|775|30|0|50|1|5.875|Planned unit development|No cash-out refinance|others|0
F106Q1271213|1|808|23|0|18|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271214|1|758|42|0|53|1|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1271215|1|660|16|0|15|0|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1271216|1|675|32|0|22|1|5.875|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1271217|1|760|28|0|80|1|6.125|1-4 Fee simple|Cash-out refinance|LA|0
F106Q1271218|1|788|34|0|38|1|5.875|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1271219|1|756|21|0|28|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271220|1|799|23|0|53|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271221|1|747|29|0|52|1|6.0|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1271222|1|714|25|0|50|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271223|1|766|29|0|31|1|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1271224|1|743|20|0|80|1|5.875|Planned unit development|Purchase|others|0
F106Q1271225|1|721|10|0|17|0|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1271226|1|782|34|0|77|1|6.25|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1271227|1|704|57|0|38|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271228|1|780|27|0|25|1|5.875|Planned unit development|Cash-out refinance|FL|0
F106Q1271229|1|742|32|0|46|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271230|1|681|27|0|70|1|5.875|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1271231|1|816|28|0|37|0|6.0|1-4 Fee simple|Cash-out refinance|CO|0
F106Q1271232|1|756|43|0|23|1|5.875|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1271233|1|757|47|0|39|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271234|1|798|10|0|80|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271235|1|747|43|0|79|0|6.0|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1271236|1|782|19|0|60|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271237|1|693|48|0|55|1|6.125|1-4 Fee simple|Cash-out refinance|MI|1
F106Q1271238|1|686|37|0|79|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271239|1|807|10|0|57|0|5.875|1-4 Fee simple|Purchase|LA|0
F106Q1271240|1|767|46|0|58|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271241|1|688|40|0|32|0|6.25|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1271242|1|799|14|0|55|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271243|1|807|29|0|42|0|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271244|1|770|30|0|35|1|6.25|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1271245|1|719|22|0|71|0|6.0|Condo|No cash-out refinance|others|0
F106Q1271246|1|747|41|0|40|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271247|1|710|44|0|33|0|5.875|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1271248|1|722|24|0|37|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271249|1|745|16|0|11|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1271250|1|751|22|0|30|1|5.875|Planned unit development|Cash-out refinance|FL|0
F106Q1271251|1|712|21|0|36|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271258|1|730|24|0|66|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1271259|1|726|39|0|40|1|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271650|1|731|36|0|74|1|5.5|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1271667|1|766|18|0|30|0|5.625|Planned unit development|Cash-out refinance|others|0
F106Q1272349|1|714|24|0|70|1|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272350|1|799|13|0|22|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272508|1|778|17|0|39|1|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1272541|1|781|46|0|80|0|5.375|1-4 Fee simple|No cash-out refinance|GA|0
F106Q1272574|1|777|24|0|70|1|6.375|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272778|1|801|19|0|35|1|5.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272779|1|813|42|0|29|1|5.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272780|1|673|37|0|30|0|5.25|1-4 Fee simple|Cash-out refinance|others|1
F106Q1272806|1|802|59|0|27|0|5.75|1-4 Fee simple|Purchase|others|0
F106Q1272807|0|708|35|0|80|0|5.75|1-4 Fee simple|Purchase|AL|0
F106Q1272808|1|700|36|0|75|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272809|1|796|35|0|65|1|5.625|Planned unit development|Purchase|others|0
F106Q1272810|1|767|29|0|53|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272811|1|796|999|0|24|0|5.75|Planned unit development|Purchase|others|0
F106Q1272812|1|669|44|0|33|1|5.625|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1272813|1|719|48|0|43|1|5.5|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1272814|1|763|64|0|59|0|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272815|1|655|30|0|45|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272816|1|776|16|0|38|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272817|1|681|32|0|73|0|6.0|1-4 Fee simple|Cash-out refinance|others|1
F106Q1272818|1|702|27|0|33|0|6.0|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272819|1|754|18|0|75|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1272828|1|711|23|0|32|0|6.0|1-4 Fee simple|Cash-out refinance|NY|1
F106Q1272832|1|746|13|0|41|1|6.125|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1272835|1|801|35|0|18|1|6.125|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1272836|1|815|28|0|18|0|6.25|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1272842|1|803|27|0|10|1|6.0|1-4 Fee simple|Purchase|MI|0
F106Q1272847|1|774|23|0|45|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272848|1|654|44|0|47|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272851|1|793|13|0|20|1|6.0|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272859|1|690|26|1|84|0|6.25|Condo|Cash-out refinance|others|1
F106Q1272861|1|812|18|0|62|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272893|1|775|45|0|30|0|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272900|1|781|29|0|56|0|6.375|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1272920|1|809|24|0|9|0|6.375|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1272924|1|710|30|0|35|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272926|0|698|44|0|66|1|5.715|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272927|1|700|14|0|18|0|5.875|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1272928|1|687|41|0|15|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272929|1|819|15|0|21|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1272930|1|790|64|0|75|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272931|1|709|19|0|76|1|5.75|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1272932|1|731|22|0|79|1|5.75|1-4 Fee simple|Cash-out refinance|others|1
F106Q1272933|1|672|24|0|70|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272934|1|716|32|0|34|1|5.875|1-4 Fee simple|Cash-out refinance|MI|1
F106Q1272935|1|720|26|0|65|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1272936|1|723|27|0|70|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272937|1|761|23|0|26|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272938|1|614|26|0|80|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272939|1|782|27|0|49|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272940|1|714|30|0|35|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272941|1|676|14|0|80|1|5.875|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1272942|1|798|23|0|33|0|5.75|1-4 Fee simple|Cash-out refinance|MI|1
F106Q1272943|1|752|39|0|80|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1272944|1|628|22|0|13|1|5.875|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1272945|1|769|18|0|30|1|5.75|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1272946|1|795|8|0|80|1|5.5|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1272947|1|746|35|0|57|0|5.875|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1272948|1|653|38|0|31|0|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1272949|1|796|32|0|40|1|5.75|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1272950|1|696|36|0|68|1|5.875|1-4 Fee simple|Purchase|others|0
F106Q1273140|1|708|20|0|68|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273141|1|804|31|0|40|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273142|1|665|20|0|75|1|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1273143|1|648|16|0|54|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273144|1|751|17|0|53|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273145|1|738|20|0|80|1|6.0|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1273146|1|591|49|0|69|1|6.125|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1273147|1|772|44|0|32|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273148|1|735|34|0|74|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1273228|1|752|49|1|95|1|5.875|Manufactured housing|Purchase|NY|0
F106Q1273285|1|695|53|0|74|1|5.6|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273286|1|701|32|0|17|1|5.75|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1273287|1|658|52|0|77|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273288|1|814|38|0|48|0|5.75|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1273290|1|728|26|0|15|1|5.25|Planned unit development|No cash-out refinance|others|0
F106Q1273291|1|786|37|0|22|1|5.25|Planned unit development|No cash-out refinance|CA|0
F106Q1273292|1|664|48|0|80|1|5.25|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1273293|1|791|17|0|55|1|5.25|1-4 Fee simple|Cash-out refinance|CO|0
F106Q1273294|1|793|40|0|22|1|5.25|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1273295|1|701|24|0|80|0|5.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273296|1|734|57|0|27|0|5.0|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1273297|1|813|24|0|63|0|5.25|Planned unit development|Purchase|others|0
F106Q1273300|1|777|33|0|47|1|5.375|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1273301|1|656|48|0|50|0|5.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273302|1|717|26|0|77|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273303|1|716|17|0|78|0|5.375|Planned unit development|Cash-out refinance|AL|0
F106Q1273304|1|809|13|0|52|0|5.375|1-4 Fee simple|No cash-out refinance|GA|0
F106Q1273305|1|738|44|0|61|1|5.375|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1273306|1|814|51|0|26|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273307|1|766|43|0|65|1|5.75|Planned unit development|Cash-out refinance|others|0
F106Q1273308|1|785|22|0|54|1|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273309|1|811|13|0|34|1|5.75|1-4 Fee simple|Purchase|others|0
F106Q1273310|1|651|35|0|68|0|5.5|Condo|No cash-out refinance|others|0
F106Q1273311|1|721|44|0|66|0|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273312|1|656|23|0|20|0|5.75|1-4 Fee simple|Cash-out refinance|others|1
F106Q1273313|1|719|22|0|45|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273314|1|677|50|0|74|0|5.65|Condo|Cash-out refinance|others|0
F106Q1273315|1|763|35|0|63|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273316|1|761|23|0|39|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273317|1|774|42|0|25|1|5.625|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273318|1|679|33|0|54|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273319|1|787|28|0|74|1|5.5|1-4 Fee simple|Cash-out refinance|MN|0
F106Q1273320|1|719|42|0|80|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273347|1|810|22|0|16|1|5.75|1-4 Fee simple|No cash-out refinance|WI|0
F106Q1273350|1|710|29|0|68|1|6.0|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1273355|1|673|26|0|64|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273434|1|743|31|0|59|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273473|1|644|24|0|52|1|5.875|1-4 Fee simple|Cash-out refinance|others|1
F106Q1273485|1|745|28|0|71|1|6.625|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273494|1|739|63|0|49|1|4.5|1-4 Fee simple|No cash-out refinance|PR|0
F106Q1273500|0|789|13|0|45|1|5.625|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1273539|1|765|22|0|21|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273661|1|809|15|0|46|1|5.875|1-4 Fee simple|Purchase|NY|0
F106Q1273662|1|783|15|0|47|0|5.75|Condo|No cash-out refinance|others|0
F106Q1273665|1|719|20|0|50|0|6.0|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1273666|1|719|23|0|51|0|5.875|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1273677|0|726|12|0|23|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273707|0|667|16|0|60|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273725|0|798|48|0|43|0|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273753|1|705|36|0|79|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273757|1|685|37|0|78|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273760|1|723|56|0|36|1|4.875|Planned unit development|Cash-out refinance|FL|0
F106Q1273761|1|703|26|0|18|1|4.625|1-4 Fee simple|Purchase|others|1
F106Q1273762|1|784|20|0|66|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1273763|0|780|22|0|15|1|4.875|Planned unit development|Purchase|others|0
F106Q1273870|1|811|18|0|55|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273958|1|698|33|0|39|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1273959|1|810|12|0|13|0|6.125|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1273966|1|769|8|0|68|1|6.0|1-4 Fee simple|No cash-out refinance|NY|0
F106Q1273993|0|714|18|0|73|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274004|1|676|14|0|65|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274044|1|773|40|0|27|1|5.875|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1274090|1|705|22|0|77|0|6.25|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274113|1|778|33|0|70|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274138|1|790|31|0|52|0|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274181|1|726|34|0|69|1|5.75|Planned unit development|Cash-out refinance|others|0
F106Q1274205|1|776|24|0|60|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274232|1|803|24|0|74|0|5.75|1-4 Fee simple|Purchase|others|0
F106Q1274256|1|740|27|0|44|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274260|1|689|28|0|47|1|5.875|1-4 Fee simple|Cash-out refinance|MI|1
F106Q1274263|1|809|10|0|32|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274269|1|734|9|0|67|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274278|1|750|31|0|69|0|6.0|1-4 Fee simple|Purchase|others|0
F106Q1274641|1|708|28|0|57|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274642|1|688|21|0|33|1|6.125|1-4 Fee simple|Cash-out refinance|FL|0
F106Q1274745|1|649|28|0|54|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274752|1|703|29|0|44|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274774|1|798|45|0|26|0|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274788|1|684|27|1|87|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274791|1|758|49|0|80|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274798|1|701|44|0|80|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274802|1|791|20|0|56|0|5.75|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1274808|1|776|18|0|56|0|6.125|1-4 Fee simple|No cash-out refinance|MI|0
F106Q1274819|1|702|19|0|18|1|5.75|1-4 Fee simple|Purchase|others|0
F106Q1274838|1|785|24|0|70|1|5.5|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1274849|1|746|30|0|15|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274855|0|696|27|0|27|1|6.05|1-4 Fee simple|Purchase|WI|0
F106Q1274880|1|642|27|0|11|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274881|1|793|3|0|27|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1274922|1|749|56|1|83|1|6.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1274975|1|773|37|0|60|1|6.25|1-4 Fee simple|Cash-out refinance|MI|0
F106Q1274992|1|754|43|0|57|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275038|1|702|40|0|29|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275048|1|804|9|1|95|0|6.0|1-4 Fee simple|Purchase|others|0
F106Q1275155|1|762|16|0|19|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275173|1|637|32|0|20|0|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F106Q1275181|1|767|23|0|45|0|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275241|1|763|47|0|47|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275246|1|714|28|0|42|1|6.125|1-4 Fee simple|Purchase|others|0
F106Q1275289|1|674|36|0|63|0|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275315|1|762|39|0|80|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275351|1|808|31|0|20|0|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275366|1|664|23|0|21|1|6.5|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275583|1|677|11|0|12|1|6.0|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1275590|1|786|26|0|41|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275600|1|673|41|0|72|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275603|1|767|22|0|28|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275620|1|769|20|0|21|0|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275626|1|738|14|0|38|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275656|1|692|15|0|54|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275692|1|701|21|0|45|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275727|1|772|22|0|18|0|5.25|Condo|Cash-out refinance|CA|0
F106Q1275735|1|715|23|0|17|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275741|1|735|28|0|36|0|5.5|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275742|1|805|56|0|37|0|5.625|1-4 Fee simple|Purchase|GA|0
F106Q1275743|1|672|16|0|51|1|5.5|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1275744|1|758|28|0|44|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275745|1|808|65|0|45|1|5.625|1-4 Fee simple|Cash-out refinance|AL|0
F106Q1275746|1|776|46|0|27|1|5.5|1-4 Fee simple|Cash-out refinance|CA|0
F106Q1275747|1|708|54|1|87|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275748|0|805|18|0|21|0|5.375|1-4 Fee simple|Purchase|others|0
F106Q1275749|1|737|45|0|52|0|5.25|Planned unit development|Cash-out refinance|TN|0
F106Q1275750|0|742|34|0|80|0|5.25|1-4 Fee simple|Purchase|GA|1
F106Q1275751|1|713|41|0|70|0|5.5|1-4 Fee simple|Cash-out refinance|GA|1
F106Q1275752|1|711|49|0|28|1|5.625|Planned unit development|Cash-out refinance|others|0
F106Q1275753|1|640|999|0|64|0|5.375|1-4 Fee simple|Cash-out refinance|others|1
F106Q1275754|1|747|19|0|34|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275943|1|690|55|0|61|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F106Q1275972|0|795|19|0|50|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275978|1|725|34|0|71|1|5.625|1-4 Fee simple|Purchase|AL|1
F106Q1275981|1|753|21|0|34|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1275988|1|763|29|0|38|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276001|0|707|31|0|78|0|5.875|1-4 Fee simple|Purchase|others|0
F106Q1276038|0|712|16|0|20|1|5.875|1-4 Fee simple|Cash-out refinance|TN|0
F106Q1276050|1|684|25|0|46|0|5.875|1-4 Fee simple|Cash-out refinance|GA|0
F106Q1276130|1|663|42|0|37|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276135|1|667|25|1|86|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276166|1|762|32|0|80|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276251|1|635|31|0|68|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276285|1|692|999|0|59|1|5.75|1-4 Fee simple|Cash-out refinance|LA|0
F106Q1276296|1|743|15|0|17|1|6.0|1-4 Fee simple|Cash-out refinance|WI|0
F106Q1276456|1|695|17|0|44|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276494|1|692|31|0|21|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F106Q1276498|1|629|41|0|44|1|5.89|1-4 Fee simple|Cash-out refinance|others|0
