loan_id|bought_home_before|credit_score|dti|is_insured|ltv|multi_borrowers|orig_rate|prop_type|purpose|state|delq
F107Q2315356|1|785|15|0|29|0|6.5|1-4 Fee simple|Purchase|MI|0
F107Q2315373|1|766|19|0|22|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315374|1|770|24|0|63|1|5.625|1-4 Fee simple|Cash-out refinance|LA|0
F107Q2315375|1|732|30|1|90|1|5.75|1-4 Fee simple|Cash-out refinance|NY|0
F107Q2315376|1|717|18|0|20|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315377|1|809|53|0|41|1|5.75|1-4 Fee simple|Cash-out refinance|CA|0
F107Q2315378|1|793|37|0|69|0|6.0|1-4 Fee simple|Purchase|others|0
F107Q2315379|1|595|26|0|48|1|5.875|1-4 Fee simple|Purchase|others|0
F107Q2315380|1|805|19|0|80|1|6.0|1-4 Fee simple|Purchase|others|0
F107Q2315381|1|727|39|0|77|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315382|1|683|43|0|80|1|5.875|1-4 Fee simple|Purchase|others|0
F107Q2315383|1|783|19|0|66|1|6.0|Condo|No cash-out refinance|others|0
F107Q2315384|1|804|11|0|32|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315385|1|736|14|0|49|1|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F107Q2315386|1|803|13|0|22|1|5.75|1-4 Fee simple|Purchase|LA|0
F107Q2315387|1|803|18|0|44|1|5.75|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2315388|1|800|25|0|44|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315389|1|730|46|0|41|0|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315392|1|806|14|0|38|0|6.5|1-4 Fee simple|No cash-out refinance|DC|0
F107Q2315395|1|804|10|0|28|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315413|1|630|28|0|32|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315418|1|816|34|0|23|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315521|1|799|9|0|36|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315539|1|794|14|0|23|1|6.0|1-4 Fee simple|No cash-out refinance|GA|0
F107Q2315546|1|798|25|0|55|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315562|1|712|19|0|22|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315587|1|778|31|0|48|1|5.75|1-4 Fee simple|Purchase|others|0
F107Q2315606|1|804|22|0|31|1|7.0|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2315621|1|788|43|0|80|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315645|1|723|47|0|22|0|5.75|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2315658|1|813|21|0|32|1|6.25|1-4 Fee simple|Purchase|others|0
F107Q2315682|1|753|19|0|57|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315695|1|695|40|0|80|1|6.5|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2315712|1|645|52|0|46|0|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F107Q2315713|1|747|23|0|32|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315731|1|799|19|0|31|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315735|1|695|23|0|73|0|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315746|1|691|36|0|41|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315748|1|672|15|0|55|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315792|1|817|7|0|17|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F107Q2315809|1|786|36|0|62|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315815|1|810|14|0|63|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315821|1|768|12|0|38|0|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315843|1|660|32|0|58|1|5.5|1-4 Fee simple|Cash-out refinance|NY|0
F107Q2315877|1|813|24|0|48|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315881|1|790|33|0|42|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315887|1|667|40|0|65|1|6.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315894|1|790|31|0|38|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315913|1|683|33|0|30|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315954|1|742|22|0|63|0|6.0|1-4 Fee simple|Cash-out refinance|FL|0
F107Q2315978|1|716|37|0|60|1|6.0|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2315979|1|716|33|0|73|0|6.375|1-4 Fee simple|Cash-out refinance|others|1
F107Q2315985|1|809|36|0|76|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2315987|1|704|60|0|67|0|6.125|1-4 Fee simple|Cash-out refinance|WI|0
F107Q2316013|1|782|25|0|68|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316084|1|784|32|0|40|0|6.0|Condo|No cash-out refinance|CO|0
F107Q2316092|0|787|14|0|41|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316130|1|736|34|0|22|1|6.0|Manufactured housing|Cash-out refinance|WI|0
F107Q2316140|1|819|25|0|41|0|6.125|Condo|No cash-out refinance|MI|0
F107Q2316217|1|751|25|0|28|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2316226|1|810|12|0|22|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316243|0|714|55|0|23|1|6.375|1-4 Fee simple|Purchase|others|0
F107Q2316253|0|790|30|0|60|1|7.0|1-4 Fee simple|Purchase|others|0
F107Q2316278|1|775|36|0|69|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316434|1|791|23|0|21|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316437|1|716|41|0|58|1|6.25|1-4 Fee simple|Purchase|others|0
F107Q2316439|1|787|49|0|40|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316447|1|618|22|0|33|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2316465|1|815|6|0|29|0|6.0|1-4 Fee simple|Purchase|others|0
F107Q2316573|1|661|63|0|20|1|5.75|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2316575|1|750|16|0|32|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2316628|1|684|21|0|73|1|4.75|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2316630|1|734|21|0|35|0|4.875|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2316650|1|780|22|0|30|1|6.125|Manufactured housing|No cash-out refinance|MI|0
F107Q2316652|1|784|11|0|20|1|6.125|1-4 Fee simple|Purchase|MI|0
F107Q2316860|1|785|25|0|38|1|4.75|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2317016|1|779|21|0|53|1|6.125|1-4 Fee simple|Cash-out refinance|WI|0
F107Q2317044|1|745|42|0|39|1|6.15|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317084|1|779|19|0|19|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2317124|1|773|20|0|25|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317156|1|798|19|0|62|1|6.125|1-4 Fee simple|No cash-out refinance|TN|0
F107Q2317167|1|684|15|0|28|1|5.5|Planned unit development|No cash-out refinance|CO|0
F107Q2317168|1|794|44|0|57|0|5.5|Planned unit development|Cash-out refinance|others|0
F107Q2317169|1|623|43|0|63|1|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317170|1|789|24|0|49|1|5.5|1-4 Fee simple|Cash-out refinance|CA|0
F107Q2317171|1|801|20|0|29|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317172|1|717|47|0|29|0|5.5|1-4 Fee simple|No cash-out refinance|FL|0
F107Q2317173|1|809|34|0|40|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317175|1|798|22|0|59|1|6.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317176|1|747|30|0|68|0|6.25|1-4 Fee simple|Cash-out refinance|others|1
F107Q2317177|1|696|64|0|59|0|6.25|1-4 Fee simple|Cash-out refinance|NY|0
F107Q2317194|1|727|42|0|51|0|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317195|1|774|35|0|53|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317196|1|757|23|0|41|1|5.75|1-4 Fee simple|Cash-out refinance|CA|0
F107Q2317197|1|675|48|0|40|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317198|1|745|23|0|43|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317199|1|646|30|0|45|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317200|1|750|43|0|46|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317201|0|800|31|0|71|1|5.625|1-4 Fee simple|Purchase|others|0
F107Q2317202|1|653|35|0|64|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317203|1|781|49|0|74|0|5.625|1-4 Fee simple|Purchase|others|0
F107Q2317204|1|751|49|0|77|0|5.875|Condo|No cash-out refinance|MN|0
F107Q2317205|1|803|28|0|72|0|5.75|1-4 Fee simple|No cash-out refinance|others|0
F107Q2317206|1|790|9|0|54|0|5.75|1-4 Fee simple|No cash-out refinance|others|0
F107Q2317253|1|773|64|0|43|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317288|1|794|23|0|56|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317316|0|804|13|0|25|0|6.375|1-4 Fee simple|Purchase|others|0
F107Q2317317|1|772|22|0|22|1|6.0|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2317322|1|690|46|0|54|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317619|1|628|45|0|40|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317622|1|813|41|0|33|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317650|0|800|27|0|52|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317676|1|811|11|0|21|1|5.75|1-4 Fee simple|Purchase|TN|0
F107Q2317730|1|801|29|0|45|1|5.75|1-4 Fee simple|No cash-out refinance|WI|0
F107Q2317732|1|806|36|0|55|0|5.875|1-4 Fee simple|No cash-out refinance|WI|0
F107Q2317733|1|810|31|1|86|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2317740|1|679|52|0|80|0|6.25|Condo|Cash-out refinance|others|0
F107Q2317807|1|636|25|0|51|0|5.5|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2317856|1|624|22|0|27|1|5.5|1-4 Fee simple|Cash-out refinance|PR|1
F107Q2317869|1|790|24|0|59|1|5.75|1-4 Fee simple|Cash-out refinance|MN|0
F107Q2317964|1|646|42|0|42|1|5.875|1-4 Fee simple|Cash-out refinance|others|1
F107Q2317977|1|751|40|0|39|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318004|1|597|48|0|65|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318030|1|774|45|0|18|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318032|1|793|34|0|60|0|6.5|1-4 Fee simple|Purchase|others|0
F107Q2318033|1|729|42|0|32|1|6.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318034|1|724|25|0|37|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318035|1|804|18|0|16|1|5.625|1-4 Fee simple|No cash-out refinance|others|0
F107Q2318036|1|680|13|0|58|1|5.875|1-4 Fee simple|Cash-out refinance|NY|0
F107Q2318053|1|762|19|0|35|1|6.125|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2318097|1|748|32|0|36|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318099|1|749|47|0|37|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318162|1|767|22|0|19|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318202|1|679|40|0|59|0|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318208|1|808|20|0|16|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318214|1|698|48|0|75|1|5.875|1-4 Fee simple|No cash-out refinance|others|0
F107Q2318215|1|675|30|0|70|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318216|1|762|47|0|55|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318219|1|806|36|0|39|0|6.25|1-4 Fee simple|Cash-out refinance|WI|0
F107Q2318252|1|807|39|0|24|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2318315|1|683|24|0|38|1|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2318319|1|732|18|0|41|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318324|1|806|8|0|35|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2318354|1|766|14|0|16|1|6.0|Condo|Cash-out refinance|WI|0
F107Q2318415|1|798|34|0|67|0|6.0|Condo|Cash-out refinance|MI|0
F107Q2318427|1|735|29|0|39|1|6.125|1-4 Fee simple|Cash-out refinance|WI|0
F107Q2318862|1|728|32|0|75|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F107Q2318863|1|775|17|0|25|1|6.0|1-4 Fee simple|Purchase|others|0
F107Q2319124|1|718|40|0|48|0|5.7|1-4 Fee simple|Cash-out refinance|MN|0
F107Q2319476|1|651|43|0|29|0|6.125|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2319493|1|800|28|0|43|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319494|1|750|45|0|76|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319523|0|798|16|0|40|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319547|1|726|25|0|80|1|6.5|Condo|Purchase|others|0
F107Q2319605|1|805|30|0|33|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319611|1|643|39|1|90|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319636|1|703|31|0|76|1|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319640|1|648|50|0|80|1|6.25|1-4 Fee simple|Cash-out refinance|FL|1
F107Q2319713|1|618|30|0|79|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2319853|1|727|30|0|41|1|6.25|Planned unit development|Cash-out refinance|others|0
F107Q2320068|1|700|999|0|48|0|5.75|1-4 Fee simple|No cash-out refinance|GA|0
F107Q2320069|1|689|25|0|80|1|5.75|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320070|1|705|59|0|53|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320071|1|786|27|0|69|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320072|1|797|26|0|30|0|5.75|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320073|1|753|46|0|80|1|5.625|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320074|1|742|29|0|56|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320075|1|751|14|0|32|0|5.625|1-4 Fee simple|Purchase|FL|0
F107Q2320076|1|799|43|0|42|0|5.5|Condo|Cash-out refinance|others|0
F107Q2320077|0|809|12|0|26|1|5.625|1-4 Fee simple|Purchase|others|0
F107Q2320078|1|776|31|0|33|0|5.625|Planned unit development|Purchase|others|0
F107Q2320079|1|627|26|0|76|1|5.625|1-4 Fee simple|No cash-out refinance|others|0
F107Q2320080|1|812|21|0|20|0|5.5|1-4 Fee simple|No cash-out refinance|GA|0
F107Q2320081|1|743|31|0|58|1|5.5|1-4 Fee simple|Cash-out refinance|MI|0
F107Q2320082|1|788|35|0|46|0|5.625|1-4 Fee simple|Cash-out refinance|FL|0
F107Q2320083|1|811|26|0|17|0|5.75|1-4 Fee simple|No cash-out refinance|FL|0
F107Q2320084|1|716|38|0|70|0|5.625|1-4 Fee simple|Purchase|others|0
F107Q2320085|1|757|20|0|56|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320086|1|801|50|0|29|1|5.5|1-4 Fee simple|Cash-out refinance|CA|0
F107Q2320087|1|742|19|0|35|0|5.5|1-4 Fee simple|No cash-out refinance|GA|0
F107Q2320088|1|805|34|0|50|1|5.75|1-4 Fee simple|Purchase|others|0
F107Q2320089|1|735|35|0|43|1|5.5|1-4 Fee simple|Cash-out refinance|GA|1
F107Q2320090|1|790|37|1|95|1|5.5|1-4 Fee simple|Purchase|others|0
F107Q2320091|1|664|26|0|48|1|5.75|1-4 Fee simple|Cash-out refinance|GA|1
F107Q2320092|1|779|32|0|35|1|5.75|Planned unit development|Cash-out refinance|FL|0
F107Q2320093|1|812|36|0|23|0|5.5|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2320094|1|764|45|0|55|1|5.375|1-4 Fee simple|Cash-out refinance|FL|0
F107Q2320095|1|798|16|0|70|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320096|1|732|45|0|63|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320097|1|804|64|0|52|1|5.625|Planned unit development|Purchase|others|0
F107Q2320098|1|721|7|0|15|1|5.5|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2320099|1|778|49|0|20|0|5.625|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320100|1|731|14|1|85|0|5.75|1-4 Fee simple|No cash-out refinance|GA|0
F107Q2320101|1|799|36|0|66|0|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320102|1|806|25|0|40|1|5.5|1-4 Fee simple|Cash-out refinance|TN|0
F107Q2320103|1|685|20|0|33|1|5.5|1-4 Fee simple|Purchase|GA|0
F107Q2320104|1|786|999|0|37|0|5.75|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320105|1|761|32|0|72|1|5.375|1-4 Fee simple|No cash-out refinance|GA|0
F107Q2320106|1|752|41|0|55|1|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320107|1|772|35|0|47|1|5.625|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320108|1|670|24|0|67|0|5.75|1-4 Fee simple|No cash-out refinance|others|0
F107Q2320109|1|656|51|0|30|1|5.625|1-4 Fee simple|Cash-out refinance|GA|1
F107Q2320110|1|795|22|0|39|1|5.625|Planned unit development|Cash-out refinance|others|0
F107Q2320111|1|765|52|0|22|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320127|1|801|17|0|70|0|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320128|1|785|10|0|54|1|5.875|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2320129|1|603|60|0|80|0|6.0|1-4 Fee simple|Cash-out refinance|others|1
F107Q2320130|0|686|46|0|72|0|6.0|1-4 Fee simple|Purchase|others|0
F107Q2320131|1|797|54|0|25|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320132|1|809|22|0|50|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320133|1|777|23|0|27|1|5.875|1-4 Fee simple|Cash-out refinance|CO|0
F107Q2320134|1|792|20|0|50|0|6.0|1-4 Fee simple|Cash-out refinance|TN|0
F107Q2320135|1|750|58|0|23|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F107Q2320136|1|763|21|0|38|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320137|1|788|35|1|90|0|6.125|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2320138|1|813|23|0|58|0|5.875|Manufactured housing|Purchase|GA|0
F107Q2320139|1|714|36|0|45|0|6.0|1-4 Fee simple|No cash-out refinance|TN|1
F107Q2320140|1|790|13|0|72|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320227|1|776|24|1|95|0|5.875|1-4 Fee simple|Purchase|AL|0
F107Q2320228|0|763|35|0|61|0|6.0|1-4 Fee simple|Purchase|others|0
F107Q2320229|1|812|28|0|24|1|6.125|1-4 Fee simple|Purchase|TN|0
F107Q2320230|1|783|48|0|65|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320231|1|777|34|0|42|1|5.875|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320232|1|662|28|0|31|1|5.875|Planned unit development|Cash-out refinance|CA|0
F107Q2320233|1|668|43|0|45|0|5.875|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320234|1|753|25|0|71|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320235|1|750|999|0|73|0|5.875|Condo|Purchase|others|0
F107Q2320236|1|773|24|0|62|0|6.0|Condo|Cash-out refinance|others|0
F107Q2320237|0|801|37|0|48|0|6.0|1-4 Fee simple|Purchase|others|0
F107Q2320238|1|700|40|0|31|0|5.875|Condo|Purchase|others|0
F107Q2320239|1|806|38|0|50|1|6.0|Condo|No cash-out refinance|others|0
F107Q2320240|1|772|45|0|38|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F107Q2320241|1|677|51|0|37|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320242|1|752|15|0|52|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320243|1|811|9|0|50|1|6.0|1-4 Fee simple|No cash-out refinance|others|0
F107Q2320244|1|808|20|0|46|1|5.875|1-4 Fee simple|Cash-out refinance|LA|0
F107Q2320245|1|766|39|0|45|0|5.875|Planned unit development|Cash-out refinance|others|0
F107Q2320246|1|617|15|0|50|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320247|1|788|26|0|52|0|5.875|1-4 Fee simple|Purchase|GA|0
F107Q2320248|1|803|62|0|50|1|6.125|1-4 Fee simple|Cash-out refinance|TN|0
F107Q2320249|1|727|27|0|52|1|5.875|Planned unit development|Cash-out refinance|GA|0
F107Q2320250|1|763|35|0|34|1|5.875|Planned unit development|No cash-out refinance|others|0
F107Q2320251|1|688|40|0|75|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320252|1|710|33|0|58|1|6.0|Planned unit development|Cash-out refinance|others|0
F107Q2320253|1|802|33|0|80|1|5.875|1-4 Fee simple|Purchase|others|0
F107Q2320254|1|720|21|0|33|0|5.875|1-4 Fee simple|No cash-out refinance|others|0
F107Q2320255|1|801|41|0|13|0|5.875|1-4 Fee simple|Cash-out refinance|CA|0
F107Q2320256|1|820|24|0|16|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320257|1|778|23|0|54|1|6.0|1-4 Fee simple|Purchase|TN|0
F107Q2320258|1|783|15|0|19|1|5.875|1-4 Fee simple|Cash-out refinance|FL|0
F107Q2320259|1|593|23|0|38|0|5.875|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2320260|1|720|22|0|66|1|6.125|Condo|No cash-out refinance|others|0
F107Q2320261|1|743|48|0|46|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320407|1|802|11|0|34|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320409|1|802|27|0|80|0|6.75|1-4 Fee simple|Purchase|others|0
F107Q2320420|1|773|31|0|78|0|6.5|1-4 Fee simple|No cash-out refinance|TN|0
F107Q2320424|1|767|15|0|43|1|6.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320428|1|576|33|0|66|0|6.25|1-4 Fee simple|Cash-out refinance|others|1
F107Q2320439|1|753|15|0|25|1|6.5|Manufactured housing|Cash-out refinance|FL|0
F107Q2320441|1|813|41|0|50|0|6.375|Planned unit development|Purchase|AL|0
F107Q2320452|1|772|25|0|80|0|6.25|1-4 Fee simple|Purchase|GA|0
F107Q2320458|1|712|35|0|38|1|6.75|Manufactured housing|Purchase|FL|0
F107Q2320465|1|814|17|0|37|0|6.5|1-4 Fee simple|Purchase|GA|0
F107Q2320467|1|613|999|0|75|0|6.375|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320469|1|609|19|0|48|1|6.25|1-4 Fee simple|Cash-out refinance|GA|0
F107Q2320479|1|809|18|0|75|1|6.625|1-4 Fee simple|Purchase|others|0
F107Q2320481|1|791|45|0|23|0|6.25|1-4 Fee simple|Cash-out refinance|GA|1
F107Q2320483|0|794|25|1|95|1|6.25|1-4 Fee simple|Purchase|others|0
F107Q2320484|1|744|29|0|80|0|6.5|1-4 Fee simple|Cash-out refinance|others|0
F107Q2320909|1|635|49|1|83|1|5.875|1-4 Fee simple|Cash-out refinance|WI|1
F107Q2321110|1|800|29|1|90|0|6.25|1-4 Fee simple|Purchase|others|0
F107Q2321152|1|605|31|0|36|1|5.0|1-4 Fee simple|Cash-out refinance|PR|0
F107Q2321167|1|775|22|0|70|1|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2321176|0|647|34|0|55|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2321196|0|751|30|0|55|1|6.0|1-4 Fee simple|Cash-out refinance|others|1
F107Q2321369|1|710|19|0|46|1|6.75|1-4 Fee simple|Cash-out refinance|others|0
F107Q2321544|1|735|14|0|65|1|5.875|Planned unit development|Cash-out refinance|others|0
F107Q2321571|1|706|46|0|79|0|6.125|1-4 Fee simple|Purchase|others|0
F107Q2321573|0|697|50|0|55|0|6.0|1-4 Fee simple|Purchase|others|0
F107Q2322071|1|788|34|0|77|1|6.125|1-4 Fee simple|Cash-out refinance|others|0
F107Q2322154|1|683|14|0|41|0|6.5|1-4 Fee simple|No cash-out refinance|others|0
F107Q2322171|1|643|27|0|14|0|5.875|1-4 Fee simple|Cash-out refinance|TN|0
F107Q2322172|1|752|50|0|48|0|5.75|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2322175|1|691|57|0|38|0|5.875|1-4 Fee simple|Cash-out refinance|others|0
F107Q2322883|1|672|63|0|60|0|6.125|1-4 Fee simple|No cash-out refinance|others|0
F107Q2322899|0|763|11|0|80|1|6.5|1-4 Fee simple|Purchase|others|0
F107Q2322910|1|809|16|0|33|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2323213|1|769|30|0|52|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2323217|1|679|32|0|73|1|5.75|1-4 Fee simple|Cash-out refinance|NY|0
F107Q2323228|1|792|36|0|24|1|6.25|1-4 Fee simple|Cash-out refinance|others|0
F107Q2323259|1|705|17|0|55|1|5.625|1-4 Fee simple|Purchase|others|0
F107Q2323262|1|799|21|0|18|1|5.625|1-4 Fee simple|Cash-out refinance|others|0
F107Q2323287|0|703|14|0|71|0|5.75|Condo|Purchase|others|0
F107Q2323315|1|635|40|0|78|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2323332|1|716|42|1|90|1|6.375|1-4 Fee simple|Cash-out refinance|TN|0
F107Q2323449|1|735|18|0|15|1|5.875|Planned unit development|Cash-out refinance|others|0
F107Q2323451|1|605|49|0|18|1|6.0|1-4 Fee simple|Cash-out refinance|others|0
F107Q2323473|1|719|19|0|57|1|5.875|1-4 Fee simple|Cash-out refinance|AL|0
F107Q2323486|1|720|17|0|23|1|6.125|1-4 Fee simple|Purchase|others|1
F107Q2323487|1|806|30|0|70|0|6.125|Manufactured housing|Purchase|FL|0
F107Q2323488|1|751|42|0|34|0|6.0|1-4 Fee simple|No cash-out refinance|others|0
F107Q2323499|1|763|44|0|67|0|6.0|Manufactured housing|No cash-out refinance|others|0
